"year","doy","region","cf","mean","sd","se","date"
"2019","1","whole_amz","sif743_cor_cf01",0.513578784458357,0.212773317054583,0.000603270669316231,2019-01-01
"2019","1","whole_amz","sif743_cor_cf02",0.50209675960441,0.209914758017271,0.00050270801129162,2019-01-01
"2019","1","whole_amz","sif743_cor_cf03",0.491313952891607,0.204885021936051,0.000459310727346911,2019-01-01
"2019","17","whole_amz","sif743_cor_cf01",0.515669913741314,0.209654099039592,0.000575809852642638,2019-01-17
"2019","17","whole_amz","sif743_cor_cf02",0.503049719973998,0.200435035637914,0.000473798002381885,2019-01-17
"2019","17","whole_amz","sif743_cor_cf03",0.491180687580442,0.192611300165954,0.000428808269386919,2019-01-17
"2019","33","whole_amz","sif743_cor_cf01",0.517578703690741,0.207457445990992,0.000613626366149013,2019-02-02
"2019","33","whole_amz","sif743_cor_cf02",0.505786466354118,0.202613955675601,0.000500124369368984,2019-02-02
"2019","33","whole_amz","sif743_cor_cf03",0.495006734016556,0.195815076701407,0.000446854472789818,2019-02-02
"2019","49","whole_amz","sif743_cor_cf01",0.458141429320908,0.208611316138384,0.000584159821939974,2019-02-18
"2019","49","whole_amz","sif743_cor_cf02",0.456492526012424,0.20109223019271,0.000475068881900021,2019-02-18
"2019","49","whole_amz","sif743_cor_cf03",0.451067233213976,0.191939166517806,0.000424798065715369,2019-02-18
"2019","65","whole_amz","sif743_cor_cf01",0.466253844790243,0.210497159186622,0.000588079552447359,2019-03-06
"2019","65","whole_amz","sif743_cor_cf02",0.462726150570831,0.201394124619629,0.00047469577845891,2019-03-06
"2019","65","whole_amz","sif743_cor_cf03",0.458529025267286,0.192957470836133,0.000426874076520585,2019-03-06
"2019","81","whole_amz","sif743_cor_cf01",0.4517576695664,0.187849611201549,0.000559311598780948,2019-03-22
"2019","81","whole_amz","sif743_cor_cf02",0.447230132517056,0.188095155385688,0.000458905189655224,2019-03-22
"2019","81","whole_amz","sif743_cor_cf03",0.441902547499346,0.183308441757103,0.000414197404559565,2019-03-22
"2019","97","whole_amz","sif743_cor_cf01",0.411214137098912,0.171540537749464,0.000469324569495263,2019-04-07
"2019","97","whole_amz","sif743_cor_cf02",0.400549999522054,0.169413235364707,0.000394990650955032,2019-04-07
"2019","97","whole_amz","sif743_cor_cf03",0.394367600160033,0.166555145922969,0.000366450205773996,2019-04-07
"2019","113","whole_amz","sif743_cor_cf01",0.4327694435831,0.160334660786296,0.000406275244903663,2019-04-23
"2019","113","whole_amz","sif743_cor_cf02",0.425602355318322,0.156820886488216,0.000351347078502306,2019-04-23
"2019","113","whole_amz","sif743_cor_cf03",0.420352974172749,0.153033434681723,0.00033009259790944,2019-04-23
"2019","129","whole_amz","sif743_cor_cf01",0.400486431577447,0.161154414325121,0.000472201879032352,2019-05-09
"2019","129","whole_amz","sif743_cor_cf02",0.392372181079498,0.160512198307556,0.000397038710542923,2019-05-09
"2019","129","whole_amz","sif743_cor_cf03",0.385860962424719,0.159382625714656,0.00036825128062,2019-05-09
"2019","145","whole_amz","sif743_cor_cf01",0.429944745278016,0.161191410952675,0.000446224366075229,2019-05-25
"2019","145","whole_amz","sif743_cor_cf02",0.420332309778636,0.154955182016268,0.000372372242244826,2019-05-25
"2019","145","whole_amz","sif743_cor_cf03",0.413417005718968,0.152196735776924,0.000348188777095055,2019-05-25
"2019","161","whole_amz","sif743_cor_cf01",0.419044777114946,0.15136146009205,0.000391377599571621,2019-06-10
"2019","161","whole_amz","sif743_cor_cf02",0.41082495430994,0.147590420437272,0.000341365658320176,2019-06-10
"2019","161","whole_amz","sif743_cor_cf03",0.404277564531641,0.146108973303594,0.000325549452059841,2019-06-10
"2019","177","whole_amz","sif743_cor_cf01",0.420189404286757,0.165872993941421,0.000449680511708847,2019-06-26
"2019","177","whole_amz","sif743_cor_cf02",0.410552347371089,0.161899016128866,0.000380101194464702,2019-06-26
"2019","177","whole_amz","sif743_cor_cf03",0.40166156272842,0.15993847787782,0.000358584820956648,2019-06-26
"2019","193","whole_amz","sif743_cor_cf01",0.429753171816506,0.166857520098415,0.00041298962621589,2019-07-12
"2019","193","whole_amz","sif743_cor_cf02",0.419654269350432,0.164016662448047,0.00036871737538227,2019-07-12
"2019","193","whole_amz","sif743_cor_cf03",0.411115824610213,0.162914889474084,0.000354828311173065,2019-07-12
"2019","209","whole_amz","sif743_cor_cf01",0.420103276590472,0.161695603745218,0.000386318970424987,2019-07-28
"2019","209","whole_amz","sif743_cor_cf02",0.408500441574383,0.159414132427398,0.00035416007175677,2019-07-28
"2019","209","whole_amz","sif743_cor_cf03",0.401325787661956,0.158200751752405,0.000343556046917453,2019-07-28
"2019","225","whole_amz","sif743_cor_cf01",0.405904748567193,0.174826409153918,0.000408446163007813,2019-08-13
"2019","225","whole_amz","sif743_cor_cf02",0.397616754261795,0.166036425133266,0.000357118784428085,2019-08-13
"2019","225","whole_amz","sif743_cor_cf03",0.390698032843896,0.161648608217514,0.000341011847128976,2019-08-13
"2019","241","whole_amz","sif743_cor_cf01",0.420303155462893,0.176085286360936,0.000404196106577052,2019-08-29
"2019","241","whole_amz","sif743_cor_cf02",0.421224491452206,0.167865848449336,0.000356823131461379,2019-08-29
"2019","241","whole_amz","sif743_cor_cf03",0.418381741646422,0.162692451572987,0.000341258853117352,2019-08-29
"2019","257","whole_amz","sif743_cor_cf01",0.439429175364658,0.187144542788905,0.000437662347906944,2019-09-14
"2019","257","whole_amz","sif743_cor_cf02",0.429721203912692,0.182308603693835,0.000386056472682809,2019-09-14
"2019","257","whole_amz","sif743_cor_cf03",0.423996604541702,0.175450351901011,0.000366202471438712,2019-09-14
"2019","273","whole_amz","sif743_cor_cf01",0.465899216407139,0.195958179166283,0.000489984265613516,2019-09-30
"2019","273","whole_amz","sif743_cor_cf02",0.468767973183624,0.192253008939648,0.000426020932287897,2019-09-30
"2019","273","whole_amz","sif743_cor_cf03",0.464444001967748,0.184851514251564,0.00039613474263272,2019-09-30
"2019","289","whole_amz","sif743_cor_cf01",0.501563385124599,0.195392802385184,0.000471590614122212,2019-10-16
"2019","289","whole_amz","sif743_cor_cf02",0.504310347335851,0.189276040150849,0.000411014408970711,2019-10-16
"2019","289","whole_amz","sif743_cor_cf03",0.501100133166492,0.181239891912612,0.000383271248585417,2019-10-16
"2019","305","whole_amz","sif743_cor_cf01",0.4908389567319,0.201131763836895,0.000516065271571022,2019-11-01
"2019","305","whole_amz","sif743_cor_cf02",0.490541809184355,0.193779973883302,0.000430480819614235,2019-11-01
"2019","305","whole_amz","sif743_cor_cf03",0.484470491068411,0.183784697444957,0.000392500791692241,2019-11-01
"2019","321","whole_amz","sif743_cor_cf01",0.512758883534947,0.197207797487132,0.000489379506880898,2019-11-17
