"georeg_agg","truedate","mean_pai","se_pai","mean_pai_toc","se_pai_toc","mean_pai_us","se_pai_us","mean_modis_lai","se_modis_lai","mean_meanpavd","se_meanpavd","mean_sdvfp","se_sdvfp","mean_nirv","se_nirv","mean_fpar","se_fpar","mean_apar","se_apar","mean_sif743","se_sif743","mean_sif743_cor","se_sif743_cor","mean_sif_par","se_sif_par","mean_sifs_par","se_sifs_par","mean_sif_parm","se_sif_parm","mean_sifs_parm","se_sifs_parm","mean_sif_apar","se_sif_apar","mean_phif","se_phif","mean_phifm","se_phifm","mean_fesc","se_fesc","mean_pri_nar","se_pri_nar","mean_cci","se_cci","mean_sif_rel_tropo","se_sif_rel_tropo","mean_ndvi_tropo","se_ndvi_tropo","mean_nirv_tropo_refl","se_nirv_tropo_refl","mean_nirv_tropo_rad","se_nirv_tropo_rad","mean_phifm_tropo_rad","se_phifm_tropo_rad","mean_phifm_tropo_refl","se_phifm_tropo_refl","mean_phif_tropo_refl","se_phif_tropo_refl","mean_fesc_tropo_rad","se_fesc_tropo_rad","mean_fesc_tropo_refl","se_fesc_tropo_refl","mean_sif_fesc_mod","se_sif_fesc_mod","mean_sif_fesc_tr","se_sif_fesc_tr","mean_iprec","se_iprec","mean_vpd","se_vpd","doymin","nsif","npai","nsifparm","year"
"NWA",2019-04-23,4.39122017327841,0.0354751647514759,1.75344320938185,0.0484277987159146,2.45976964065007,0.026871539012996,5.73007629444073,0.0627725486068744,0.0284962972698661,0.000493957035875099,0.0562314526117467,0.00102213252627464,0.259930997312843,0.00160181943294083,0.877507428844254,0.00360631704750004,145438.789068077,2282.04159238896,1.17848495500428,0.0387240372763735,0.405902369455858,0.0134240525050879,2.49449981124319e-06,9.78296292487347e-08,7.23819346747176e-06,2.80365626384796e-07,5.63854348263536e-07,1.92859026685385e-08,1.63717701975673e-06,5.57368213608408e-08,2.86159549664768e-06,1.21776772933741e-07,9.5967294179595e-06,3.71311725054067e-07,2.16979898382491e-06,7.36602951030375e-08,0.296836711317577,0.00264245236015817,-0.086452342569828,0.00103175748984374,0.177908790393938,0.00311196008639292,0.00441605616862485,0.00014379956536648,0.489003925975519,0.0119538955887319,0.144678120310554,0.00270653056888413,44.4216201604316,0.763760386212071,1.27528646517748e-08,4.2518709958736e-10,3.9445760589474e-06,1.41593653549589e-07,1.75979551167195e-05,7.73929596299352e-07,50.6968003750961,0.903702185123667,0.16500557186393,0.00310072679794475,1.3673990970809,0.0434580024890851,2.49062269129095,0.087394575174404,137.565568156057,8.88313426911176,2.39401960123255,0.00780892483066842,113,77,77,77,"2019"
"NWA",2019-05-09,4.26799379000023,0.0608497874314117,1.80537705946325,0.0481164458801201,2.29145434543268,0.0239727200434688,5.86909887683925,0.0487330837498839,0.0259365540887438,0.000286106058647812,0.0502523557463689,0.000461973493396437,0.253324331632301,0.00143684725368302,0.88300190843753,0.00191796684819487,178056.805395693,2315.19919849655,1.11389492163018,0.0513680922840295,0.383331154264621,0.0178003459448235,1.9272473531097e-06,9.90061661701397e-08,5.60075998701024e-06,2.86680768366485e-07,5.96479073780782e-07,2.92754517156648e-08,1.7330317244531e-06,8.4451447491269e-08,2.18625973355996e-06,1.15023345518966e-07,7.58390879216333e-06,3.79298016416683e-07,2.35078333323836e-06,1.13853596958214e-07,0.287002685285789,0.00180911051264441,-0.0898623730598101,0.00113791030253178,0.16726703294004,0.00351757404677863,0.00419106752816221,0.000193056535081331,0.44374687995594,0.0127900108718804,0.136171610045985,0.00391068947812697,40.0275723685274,1.04068698368631,1.53299772049671e-08,8.51688865437084e-10,4.55368361534923e-06,2.67499471007776e-07,1.47157776981753e-05,8.6788326586484e-07,45.3119050871861,1.16018358329329,0.15412031835347,0.0043544243877008,1.33419034255708,0.0608201303766737,2.57445940900786,0.136909149533939,89.2733732764401,6.71736973751139,2.44681894274375,0.0175983820502935,129,67,67,67,"2019"
"NWA",2019-05-25,4.25849106788635,0.064022325769902,1.62760039359331,0.0586342193799138,2.43806724071503,0.0387663604358317,5.37058539390564,0.092289745146434,0.0285008409246802,0.000501501014611527,0.055236919298768,0.000974822538314717,0.251128425598145,0.00233323560061127,0.866994953155518,0.00460381905273255,147518.610322326,2849.32453253277,1.05355849146843,0.0470407269633279,0.360512174293399,0.016065902472411,2.18709142814961e-06,1.24853179880634e-07,6.38646525117007e-06,3.60935459081531e-07,5.38065956053218e-07,2.39770609518451e-08,1.57253335475112e-06,7.03266798516229e-08,2.52542809061508e-06,1.45370868324519e-07,8.70393030710718e-06,5.07200149133835e-07,2.14567790306052e-06,9.79547686139562e-08,0.289834770115767,0.0026499928858209,-0.0862377766519785,0.00192199719268845,0.175972215225523,0.00508583020632452,0.00406040389799421,0.000182199267106597,0.459402589229155,0.0150141725452506,0.138933664062943,0.00359795820493912,40.1962020137442,1.01435410282668,1.36067854581136e-08,6.42125828886529e-10,3.95109419910331e-06,1.90274300286051e-07,1.60453032517981e-05,9.38943844714349e-07,46.4755437765628,1.23888182192949,0.160587379267372,0.00433812216256012,1.24467844290715,0.0565469476276605,2.29904490747263,0.114851673599774,103.50038772583,10.0340808177469,2.54709983128485,0.0159268293955921,145,50,50,50,"2019"
"NWA",2019-06-10,4.19368267828418,0.0572807971198848,1.66336381884031,0.0409237838295465,2.33417223089485,0.0311593561548922,5.59672451019287,0.0433960016401947,0.0263419711000977,0.000306009892147556,0.0516386236394605,0.000640764896918775,0.25427211773011,0.0013774533192379,0.883626018160133,0.00192116061475965,177258.82605641,1677.24968960284,1.14406572971293,0.026007786742519,0.38791293787059,0.0088425267104301,1.9407907988415e-06,4.58222125049283e-08,5.72270536028371e-06,1.33880877866226e-07,5.30423359819459e-07,1.37105734301038e-08,1.5638793215467e-06,4.00205415195145e-08,2.19621913265392e-06,5.20859045584853e-08,7.63187629170839e-06,1.71853701446545e-07,2.08576725191689e-06,5.06023938630647e-08,0.287798248327042,0.00151082072010802,-0.0876485263147662,0.00108833261420378,0.181117740569422,0.002748567830516,0.00458053996899553,0.000116464463646984,0.558894172206238,0.0144154820872423,0.169459471852716,0.00397933371993678,47.1946145573816,1.04693020007447,1.15829153771947e-08,3.27980959183242e-10,3.24760837904556e-06,9.73308219122333e-08,1.19125534383358e-05,3.6851173514623e-07,53.3932918866763,1.16930673775539,0.191676428136349,0.00443145024565717,1.34870879269632,0.0298396454614455,2.08895015140152,0.0563768581574614,41.0980967142249,3.58431925854449,2.57568405184717,0.0119463771240087,161,93,93,93,"2019"
"NWA",2019-06-26,4.00933786997428,0.0702581297039831,1.51240873833497,0.0534384848927076,2.30174648761749,0.0340937617667352,5.63192191185095,0.053407208109119,0.0266946758119724,0.000361327367449399,0.052588634001903,0.000772245556102862,0.253379027812909,0.00171802278569866,0.884171623450059,0.0022277503530386,167071.906826946,2362.61357676711,1.2770729496693,0.040424160625275,0.431416598936686,0.013817420374901,2.31663247416859e-06,8.07031077129669e-08,6.85758431238123e-06,2.37029502320709e-07,6.66505108578405e-07,2.54403761833444e-08,1.97188569485918e-06,7.41909687150445e-08,2.62581025757773e-06,9.35193667381897e-08,9.13766023921878e-06,3.17494738709362e-07,2.62541301986286e-06,9.86367603927447e-08,0.286592623826135,0.001831928040514,-0.0874662903161385,0.00104342862926248,0.170909759006435,0.00287606617029831,0.00487104126119849,0.000156361903172408,0.490860478536677,0.0114850566497153,0.150767306746382,0.00298186080294233,43.0967253293718,0.787002079856035,1.55244067865555e-08,5.60173164322315e-10,4.47765465865639e-06,1.73573336535621e-07,1.56466075261298e-05,5.88129444750703e-07,48.7526350264848,0.885644158363032,0.170504087369227,0.00332319532372482,1.50059203319279,0.0455967990788058,2.555417349426,0.0796062431036334,86.7977746388851,6.69672245789718,2.65470218721891,0.0195636077032445,177,78,78,78,"2019"
"NWA",2019-07-12,4.28550433937241,0.0745963828208274,1.7427360988496,0.0610307559904859,2.36988643688314,0.0363026021048743,5.79522543794968,0.0379069694424567,0.0267940086093457,0.000402956831713059,0.0524764870129087,0.000812507061208283,0.260623464032131,0.00175537259257775,0.886242307284299,0.00180462499092548,172318.751871861,3229.97370815439,1.22007171984981,0.0334857758741174,0.410628296434879,0.011606135793312,2.15125910132418e-06,6.89978322724696e-08,6.39155988047128e-06,2.00126334608229e-07,5.93352186878245e-07,1.87080134105859e-08,1.7626491530414e-06,5.39495507224465e-08,2.43060954452432e-06,7.95709567566166e-08,8.24904922781703e-06,2.53445358914131e-07,2.27138325931694e-06,6.57268409830299e-08,0.294111809518635,0.0019640851152459,-0.0883855952826493,0.0012520394618172,0.179255908278444,0.00338223702099555,0.00469164551747702,0.000121861300230135,0.532493608692495,0.012249633765748,0.156629547428198,0.00296752022276572,46.0411909837475,0.773330680902951,1.30816532373021e-08,4.8322117016187e-10,3.87072882217475e-06,1.5221376766611e-07,1.4083556613357e-05,5.75773719984587e-07,51.9640490859176,0.881173796397108,0.176761644467686,0.00336110819407094,1.39400070606721,0.0366142412684999,2.35891933691951,0.0762876851530037,75.9754773027757,3.22358271817074,2.64114614435437,0.0113828827595657,193,68,68,68,"2019"
"NWA",2019-07-28,4.34766553078328,0.0289882261345112,1.80464974654329,0.0231593836957175,2.39369081555902,0.0142540406586141,6.03241346261881,0.00999889496912638,0.0272606118405993,0.000162231264382696,0.05393687526027,0.00033687299560685,0.256773240707658,0.000521031420072998,0.891355635525586,0.000407355910189913,215392.462579846,1661.91793704862,1.26859143206307,0.0129877639114766,0.430812620722854,0.00444944311261627,1.82295986136462e-06,2.66180239273481e-08,5.36269159994207e-06,7.62440661022306e-08,4.98082907330296e-07,5.48219388561629e-09,1.46608226727889e-06,1.58252951571245e-08,2.04670263376149e-06,3.0542013939162e-08,7.09614506784171e-06,1.00896949689999e-07,1.93882161550187e-06,2.06963048045396e-08,0.288084364647472,0.000594268162149596,-0.0842126562363572,0.000467996244794986,0.167815943488303,0.00107453537264588,0.00493618759243246,5.5085399171037e-05,0.58370249163633,0.00510436102267097,0.168563618639701,0.00119946106170158,50.780325221538,0.304561179476535,9.87441063730532e-09,1.15281116833167e-10,2.99405533248085e-06,3.90275625627648e-08,1.09965975022833e-05,1.92633903363793e-07,56.9612621590428,0.337237122517201,0.189052723486149,0.00132088855623442,1.49493772438975,0.0149376162469518,2.29376857910215,0.02385773467002,21.3545094260068,1.84497404637035,2.53789384000781,0.00586619415725429,209,333,333,333,"2019"
"NWA",2019-08-13,4.32865968850943,0.0525790255884022,1.76613381734261,0.0513874950096283,2.41852872188275,0.0251932401294538,6.03431581350473,0.0327327723103363,0.0285267983778165,0.000385492959030709,0.0560781711569199,0.000829326166268161,0.25781792814915,0.000969652265548557,0.888024436510526,0.00160549053099212,195407.575611382,2244.28352866293,1.16203652987113,0.041950901796591,0.398384005289811,0.014479647305139,1.82865581200152e-06,7.59793774781039e-08,5.33010214305054e-06,2.18171025718322e-07,4.84053134305264e-07,1.9255174626649e-08,1.41204425385031e-06,5.58027130983709e-08,2.06351660173508e-06,8.82963540631213e-08,7.09819031372741e-06,2.92583702746767e-07,1.88054805772483e-06,7.54083814127495e-08,0.290361475818513,0.00110038007000793,-0.0733439424290107,0.000978930203026161,0.148906521587701,0.00281819875284302,0.00443694543761246,0.000159113802960588,0.514399875712381,0.0104487310474877,0.150139474912837,0.00256155755408964,46.0210435548803,0.732323914399189,1.06555934475626e-08,4.5625348409696e-10,3.28246212915864e-06,1.47840213363298e-07,1.24181820564889e-05,5.83685548802986e-07,51.8536867394534,0.85529916695253,0.169153508562787,0.00296217779612403,1.37173952836038,0.0486861586475685,2.39479825965318,0.0987683797469915,74.1431918511024,3.6066102467497,2.60119515809464,0.0130823936006614,225,65,65,65,"2019"
"NWA",2019-08-29,4.22799374434081,0.0301655897795224,1.69071602234335,0.0258488571192631,2.38620188696818,0.0143260712330704,6.26403283892256,0.00812391147531783,0.0288154753912805,0.00019164545418359,0.0571811307701423,0.000398658168577214,0.26299092004245,0.000782633262725247,0.891285668945674,0.000292263669357727,187829.037581138,1867.60390572872,1.28378422850404,0.0230301904554455,0.445520729316878,0.00807636779493386,2.17834182274799e-06,4.69739170880598e-08,6.2766497840152e-06,1.34372561219935e-07,5.10646867408611e-07,9.51445742784535e-09,1.47148228687855e-06,2.71438056842829e-08,2.44418736646426e-06,5.27312348279064e-08,8.30203407172306e-06,1.80978188823328e-07,1.94231688856373e-06,3.58200038387121e-08,0.295050988722398,0.00084976762845885,-0.082944295002204,0.000474063213933208,0.160286668903131,0.00146213957930926,0.00437431687347304,7.61397569574667e-05,0.480407334318151,0.0054385363839549,0.149384843282993,0.00167160514927004,48.5747867331513,0.512859350812235,1.06052387066255e-08,2.15156741364332e-10,3.45932442676865e-06,7.17294611185757e-08,1.47042254907242e-05,3.29400796490805e-07,54.4996230583353,0.575220152575529,0.167599905029807,0.00187261876772284,1.51135317303856,0.0273338265914384,2.68584026733396,0.0529162129192003,77.0855523167234,3.02853585923346,2.45282896113157,0.00555779702405379,241,264,264,264,"2019"
"NWA",2019-09-14,4.05098362569886,0.0592944023050177,1.51342576820918,0.0491482319313088,2.36857521049375,0.0293825295818544,6.30715103847225,0.0397033091423993,0.0294405497322843,0.000420867340061095,0.0582710630676853,0.000832653403077601,0.277991003016146,0.00107394231459525,0.889037622668879,0.00195579583288163,215100.913605981,2435.35469613113,1.44625007330887,0.0298278437827102,0.508937292709583,0.0106354773945027,2.15981335122663e-06,6.05925762896499e-08,6.13783270140839e-06,1.7079572600752e-07,5.74346807380534e-07,1.31623684622119e-08,1.63197116695941e-06,3.69406551395003e-08,2.43693236057258e-06,7.08252297362964e-08,7.77275829178607e-06,2.17064694466008e-07,2.06662939098776e-06,4.7050212792045e-08,0.312871857236373,0.00138845484786021,-0.0808923604587714,0.000676716609044558,0.168224459173212,0.00211524662606882,0.00482221359804475,9.85239667733001e-05,0.57947639093364,0.0122495010619043,0.185558062217058,0.0038494537045248,60.9804995056435,1.26170067308163,9.72569364206859e-09,2.48749990709175e-10,3.19755398330185e-06,8.24346988950814e-08,1.18805520316113e-05,3.11457336831132e-07,68.7157535988927,1.47176631448071,0.20909170785739,0.00448695282482678,1.62627103614267,0.033296416347036,2.52394393622526,0.0634218729969076,78.3650210543377,3.29968484191921,2.45909344906578,0.0145031783841295,257,123,123,123,"2019"
